"Date","Mean_cfs"
2011-02-07,547
2011-02-08,512
2011-02-09,518
2011-02-10,638
2011-02-11,715
2011-02-12,717
2011-02-13,648
2011-02-14,645
2011-02-15,635
2011-02-16,640
2011-02-17,659
2011-02-18,733
2011-02-19,742
2011-02-20,739
2011-02-21,779
2011-02-22,791
2011-02-23,800
2011-02-24,797
2011-02-25,806
2011-02-26,809
2011-02-27,809
2011-02-28,741
2011-03-01,699
2011-03-02,616
2011-03-03,589
2011-03-04,642
2011-03-05,603
2011-03-06,612
2011-03-07,595
2011-03-08,585
2011-03-09,578
2011-03-10,572
2011-03-11,540
2011-03-12,470
2011-03-13,434
2011-03-14,441
2011-03-15,407
2011-03-16,378
2011-03-17,292
2011-03-18,249
2011-03-19,240
2011-03-20,240
2011-03-21,242
2011-03-22,256
2011-03-23,245
2011-03-24,269
2011-03-25,276
2011-03-26,283
2011-03-27,365
2011-03-28,337
2011-03-29,259
2011-03-30,212
2011-03-31,186
2011-04-01,186
2011-04-02,162
2011-04-03,149
2011-04-04,148
2011-04-05,143
2011-04-06,148
2011-04-07,153
2011-04-08,157
2011-04-09,144
2011-04-10,138
2011-04-11,147
2011-04-12,166
2011-04-13,176
2011-04-14,171
2011-04-15,173
2011-04-16,171
2011-04-17,162
2011-04-18,164
2011-04-19,154
2011-04-20,153
2011-04-21,144
2011-04-22,160
2011-04-23,166
2011-04-24,166
2011-04-25,216
2011-04-26,334
2011-04-27,379
2011-04-28,354
2011-04-29,241
2011-04-30,241
2011-05-01,252
2011-05-02,264
2011-05-03,288
2011-05-04,273
2011-05-05,255
2011-05-06,231
2011-05-07,211
2011-05-08,238
2011-05-09,232
2011-05-10,211
2011-05-11,194
2011-05-12,202
2011-05-13,236
2011-05-14,266
2011-05-15,253
2011-05-16,273
2011-05-17,300
2011-05-18,332
2011-05-19,311
2011-05-20,301
2011-05-21,282
2011-05-22,284
2011-05-23,352
2011-05-24,362
2011-05-25,341
2011-05-26,405
2011-05-27,414
2011-05-28,413
2011-05-29,341
2011-05-30,308
2011-05-31,298
2011-06-01,351
2011-06-02,367
2011-06-03,367
2011-06-04,401
2011-06-05,582
2011-06-06,649
2011-06-07,649
2011-06-08,663
2011-06-09,655
2011-06-10,660
2011-06-11,667
2011-06-12,674
2011-06-13,686
2011-06-14,679
2011-06-15,628
2011-06-16,493
2011-06-17,346
2011-06-18,268
2011-06-19,248
2011-06-20,215
2011-06-21,190
2011-06-22,193
2011-06-23,186
2011-06-24,168
2011-06-25,141
2011-06-26,128
2011-06-27,113
2011-06-28,95.1
2011-06-29,73.4
2011-06-30,53.3
2011-07-01,39.8
2011-07-02,30.8
2011-07-03,29.1
2011-07-04,28.9
2011-07-05,25
2011-07-06,21.9
2011-07-07,22.3
2011-07-08,21.5
2011-07-09,20.1
2011-07-10,20.2
2011-07-11,20.6
2011-07-12,21.6
2011-07-13,21.2
2011-07-14,21
2011-07-15,20.7
2011-07-16,21.2
2011-07-17,21.6
2011-07-18,23.7
2011-07-19,22
2011-07-20,21.1
2011-07-21,22.1
2011-07-22,22
2011-07-23,22.4
2011-07-24,22.4
2011-07-25,20.9
2011-07-26,32.7
2011-07-27,294
2011-07-28,212
2011-07-29,207
2011-07-30,339
2011-07-31,155
2011-08-01,429
2011-08-02,415
2011-08-03,289
2011-08-04,224
2011-08-05,122
2011-08-06,157
2011-08-07,134
2011-08-08,72.9
2011-08-09,59.4
2011-08-10,27.6
2011-08-11,19.9
2011-08-12,13.8
2011-08-13,13.8
2011-08-14,9.21
2011-08-15,10.7
2011-08-16,15.3
2011-08-17,32.1
2011-08-18,76.1
2011-08-19,79.7
2011-08-20,116
2011-08-21,179
2011-08-22,216
2011-08-23,266
2011-08-24,322
2011-08-25,415
2011-08-26,370
2011-08-27,392
2011-08-28,356
2011-08-29,159
2011-08-30,99.6
2011-08-31,65.8
2011-09-01,65.8
2011-09-02,71.1
2011-09-03,113
2011-09-04,47.7
2011-09-05,99.3
2011-09-06,27.9
2011-09-07,97.5
2011-09-08,339
2011-09-09,183
2011-09-10,216
2011-09-11,209
2011-09-12,77.4
2011-09-13,58.1
2011-09-14,114
2011-09-15,376
2011-09-16,254
2011-09-17,320
2011-09-18,318
2011-09-19,348
2011-09-20,179
2011-09-21,111
2011-09-22,97.5
2011-09-23,45.7
2011-09-24,50.8
2011-09-25,51.4
2011-09-26,44.6
2011-09-27,38.4
2011-09-28,23.5
2011-09-29,21.6
2011-09-30,21.1
2011-10-01,20.5
2011-10-02,21.3
2011-10-03,19.7
2011-10-04,15
2011-10-05,180
2011-10-06,123
2011-10-07,133
2011-10-08,293
2011-10-09,221
2011-10-10,224
2011-10-11,222
2011-10-12,178
2011-10-13,157
2011-10-14,110
2011-10-15,150
2011-10-16,151
2011-10-17,170
2011-10-18,121
2011-10-19,92.6
2011-10-20,90.3
2011-10-21,62.6
2011-10-22,72.4
2011-10-23,55
2011-10-24,71.2
2011-10-25,66.8
2011-10-26,65.2
2011-10-27,54.4
2011-10-28,54.3
2011-10-29,69.4
2011-10-30,110
2011-10-31,219
2011-11-01,343
2011-11-02,429
2011-11-03,503
2011-11-04,535
2011-11-05,556
2011-11-06,591
2011-11-07,641
2011-11-08,657
2011-11-09,634
2011-11-10,726
2011-11-11,764
2011-11-12,807
2011-11-13,680
2011-11-14,596
2011-11-15,726
2011-11-16,986
2011-11-17,1060
2011-11-18,1030
2011-11-19,873
2011-11-20,876
2011-11-21,943
2011-11-22,980
2011-11-23,981
2011-11-24,987
2011-11-25,1000
2011-11-26,955
2011-11-27,933
2011-11-28,932
2011-11-29,938
2011-11-30,936
2011-12-01,922
2011-12-02,892
2011-12-03,869
2011-12-04,860
2011-12-05,862
2011-12-06,850
2011-12-07,830
2011-12-08,825
2011-12-09,778
2011-12-10,682
2011-12-11,618
2011-12-12,659
2011-12-13,706
2011-12-14,715
2011-12-15,827
2011-12-16,855
2011-12-17,731
2011-12-18,741
2011-12-19,897
2011-12-20,923
2011-12-21,1030
2011-12-22,951
2011-12-23,951
2011-12-24,939
2011-12-25,925
2011-12-26,862
2011-12-27,801
2011-12-28,797
2011-12-29,796
2011-12-30,726
2011-12-31,810
2012-01-01,809
2012-01-02,734
2012-01-03,718
2012-01-04,716
2012-01-05,732
2012-01-06,756
2012-01-07,757
2012-01-08,759
2012-01-09,761
2012-01-10,755
2012-01-11,753
2012-01-12,748
2012-01-13,727
2012-01-14,724
2012-01-15,726
2012-01-16,719
2012-01-17,717
2012-01-18,719
2012-01-19,715
2012-01-20,683
2012-01-21,710
2012-01-22,737
2012-01-23,718
2012-01-24,723
2012-01-25,751
2012-01-26,740
2012-01-27,740
2012-01-28,753
2012-01-29,758
2012-01-30,762
2012-01-31,760
2012-02-01,747
2012-02-02,751
2012-02-03,745
2012-02-04,737
2012-02-05,730
2012-02-06,738
2012-02-07,744
2012-02-08,743
2012-02-09,735
2012-02-10,729
2012-02-11,729
2012-02-12,710
2012-02-13,715
2012-02-14,720
2012-02-15,720
2012-02-16,737
2012-02-17,740
2012-02-18,729
2012-02-19,726
2012-02-20,724
2012-02-21,711
2012-02-22,716
2012-02-23,712
2012-02-24,716
2012-02-25,720
2012-02-26,687
2012-02-27,686
2012-02-28,682
2012-02-29,669
2012-03-01,589
2012-03-02,526
2012-03-03,529
2012-03-04,517
2012-03-05,533
2012-03-06,511
2012-03-07,483
2012-03-08,468
2012-03-09,482
2012-03-10,487
2012-03-11,455
2012-03-12,487
2012-03-13,474
2012-03-14,437
2012-03-15,433
2012-03-16,449
2012-03-17,480
2012-03-18,560
2012-03-19,591
2012-03-20,650
2012-03-21,710
2012-03-22,717
2012-03-23,717
2012-03-24,699
2012-03-25,702
2012-03-26,674
2012-03-27,687
2012-03-28,654
2012-03-29,764
2012-03-30,867
2012-03-31,1130
2012-04-01,1220
2012-04-02,1370
2012-04-03,1650
2012-04-04,2300
2012-04-05,1830
2012-04-06,895
2012-04-07,964
2012-04-08,1250
2012-04-09,1340
2012-04-10,1050
2012-04-11,979
2012-04-12,888
2012-04-13,838
2012-04-14,841
2012-04-15,938
2012-04-16,1050
2012-04-17,898
2012-04-18,747
2012-04-19,668
2012-04-20,647
2012-04-21,661
2012-04-22,625
2012-04-23,531
2012-04-24,540
2012-04-25,496
2012-04-26,499
2012-04-27,472
2012-04-28,476
2012-04-29,474
2012-04-30,681
2012-05-01,686
2012-05-02,689
2012-05-03,641
2012-05-04,589
2012-05-05,530
2012-05-06,438
2012-05-07,397
2012-05-08,384
2012-05-09,368
2012-05-10,378
2012-05-11,389
2012-05-12,379
2012-05-13,369
2012-05-14,457
2012-05-15,423
2012-05-16,376
2012-05-17,373
2012-05-18,340
2012-05-19,301
2012-05-20,299
2012-05-21,287
2012-05-22,239
2012-05-23,207
2012-05-24,193
2012-05-25,186
2012-05-26,174
2012-05-27,162
2012-05-28,196
2012-05-29,197
2012-05-30,197
2012-05-31,191
2012-06-01,193
2012-06-02,199
2012-06-03,198
2012-06-04,197
2012-06-05,192
2012-06-06,188
2012-06-07,194
2012-06-08,197
2012-06-09,197
2012-06-10,196
2012-06-11,193
2012-06-12,194
2012-06-13,191
2012-06-14,182
2012-06-15,173
2012-06-16,164
2012-06-17,154
2012-06-18,147
2012-06-19,125
2012-06-20,105
2012-06-21,94.2
2012-06-22,84.6
2012-06-23,75.5
2012-06-24,72.6
2012-06-25,73.1
2012-06-26,66.1
2012-06-27,47.7
2012-06-28,40.9
2012-06-29,38.5
2012-06-30,38.9
2012-07-01,37.1
2012-07-02,33.1
2012-07-03,32.5
2012-07-04,33.5
2012-07-05,34.3
2012-07-06,37.7
2012-07-07,36.4
2012-07-08,105
2012-07-09,227
2012-07-10,268
2012-07-11,109
2012-07-12,225
2012-07-13,250
2012-07-14,237
2012-07-15,211
2012-07-16,117
2012-07-17,68
2012-07-18,53.2
2012-07-19,36.3
2012-07-20,26.6
2012-07-21,17.7
2012-07-22,13.4
2012-07-23,11
2012-07-24,7.25
2012-07-25,7.34
2012-07-26,7.39
2012-07-27,7.1
2012-07-28,5.57
2012-07-29,5.17
2012-07-30,25.5
2012-07-31,12.2
2012-08-01,12
2012-08-02,11.7
2012-08-03,8.45
2012-08-04,3.82
2012-08-05,3.79
2012-08-06,3.41
2012-08-07,2.14
2012-08-08,2.06
2012-08-09,2.36
2012-08-10,3.2
2012-08-11,3.47
2012-08-12,3.53
2012-08-13,3.1
2012-08-14,3.23
2012-08-15,3.37
2012-08-16,3.14
2012-08-17,3.09
2012-08-18,3
2012-08-19,3.45
2012-08-20,10.1
2012-08-21,30.7
2012-08-22,12.6
2012-08-23,32.1
2012-08-24,43.1
2012-08-25,33.1
2012-08-26,79.9
2012-08-27,21.7
2012-08-28,25.1
2012-08-29,24.8
2012-08-30,25.1
2012-08-31,20.1
2012-09-01,14.1
2012-09-02,13.6
2012-09-03,13.4
2012-09-04,13.5
2012-09-05,11.4
2012-09-06,5.39
2012-09-07,4.08
2012-09-08,3.34
2012-09-09,3.54
2012-09-10,3.57
2012-09-11,4.17
2012-09-12,1.75
2012-09-13,381
2012-09-14,90.6
2012-09-15,57.3
2012-09-16,44
2012-09-17,10.9
2012-09-18,9.97
2012-09-19,10
2012-09-20,9.64
2012-09-21,8.6
2012-09-22,7.98
2012-09-23,7.57
2012-09-24,7.42
2012-09-25,7.43
2012-09-26,7.24
2012-09-27,7.72
2012-09-28,7.95
2012-09-29,7.79
2012-09-30,8.2
2012-10-01,8.62
2012-10-02,8.99
2012-10-03,8.71
2012-10-04,8.93
2012-10-05,8.56
2012-10-06,8.98
2012-10-07,9.21
2012-10-08,9.15
2012-10-09,9.14
2012-10-10,8.91
2012-10-11,8.8
2012-10-12,9.56
2012-10-13,9.69
2012-10-14,9.48
2012-10-15,52.5
2012-10-16,8.01
2012-10-17,8.29
2012-10-18,8.16
2012-10-19,9.07
2012-10-20,13.5
2012-10-21,12.9
2012-10-22,16.2
2012-10-23,19.2
2012-10-24,19.4
2012-10-25,18.8
2012-10-26,18.8
2012-10-27,18.9
2012-10-28,18.5
2012-10-29,19.1
2012-10-30,22.1
2012-10-31,53.5
2012-11-01,127
2012-11-02,81.4
2012-11-03,90.4
2012-11-04,116
2012-11-05,135
2012-11-06,158
2012-11-07,183
2012-11-08,200
2012-11-09,222
2012-11-10,240
2012-11-11,246
2012-11-12,248
2012-11-13,254
2012-11-14,267
2012-11-15,269
2012-11-16,278
2012-11-17,292
2012-11-18,308
2012-11-19,343
2012-11-20,375
2012-11-21,396
2012-11-22,486
2012-11-23,558
2012-11-24,618
2012-11-25,646
2012-11-26,673
2012-11-27,692
2012-11-28,730
2012-11-29,778
2012-11-30,783
2012-12-01,793
2012-12-02,793
2012-12-03,798
2012-12-04,810
2012-12-05,814
2012-12-06,810
2012-12-07,814
2012-12-08,816
2012-12-09,824
2012-12-10,830
2012-12-11,832
2012-12-12,843
2012-12-13,837
2012-12-14,819
2012-12-15,711
2012-12-16,721
2012-12-17,736
2012-12-18,731
2012-12-19,796
2012-12-20,838
2012-12-21,842
2012-12-22,824
2012-12-23,818
2012-12-24,676
2012-12-25,672
2012-12-26,669
2012-12-27,672
2012-12-28,667
2012-12-29,656
2012-12-30,554
2012-12-31,506
2013-01-01,472
2013-01-02,418
2013-01-03,390
2013-01-04,384
2013-01-05,390
2013-01-06,388
2013-01-07,393
2013-01-08,386
2013-01-09,359
2013-01-10,350
2013-01-11,413
2013-01-12,454
2013-01-13,456
2013-01-14,451
2013-01-15,447
2013-01-16,459
2013-01-17,456
2013-01-18,464
2013-01-19,467
2013-01-20,460
2013-01-21,480
2013-01-22,489
2013-01-23,473
2013-01-24,477
2013-01-25,485
2013-01-26,495
2013-01-27,511
2013-01-28,528
2013-01-29,560
2013-01-30,558
2013-01-31,556
2013-02-01,552
2013-02-02,558
2013-02-03,557
2013-02-04,561
2013-02-05,583
2013-02-06,599
2013-02-07,590
2013-02-08,654
2013-02-09,605
2013-02-10,574
2013-02-11,567
2013-02-12,577
2013-02-13,560
2013-02-14,555
2013-02-15,556
2013-02-16,550
2013-02-17,556
2013-02-18,551
2013-02-19,548
2013-02-20,545
2013-02-21,540
2013-02-22,539
2013-02-23,534
2013-02-24,539
2013-02-25,542
2013-02-26,538
2013-02-27,518
2013-02-28,504
2013-03-01,405
2013-03-02,375
2013-03-03,318
2013-03-04,319
2013-03-05,332
2013-03-06,318
2013-03-07,303
2013-03-08,287
2013-03-09,276
2013-03-10,289
2013-03-11,282
2013-03-12,305
2013-03-13,332
2013-03-14,344
2013-03-15,247
2013-03-16,243
2013-03-17,230
2013-03-18,231
2013-03-19,259
2013-03-20,229
2013-03-21,223
2013-03-22,222
2013-03-23,210
2013-03-24,206
2013-03-25,208
2013-03-26,206
2013-03-27,201
2013-03-28,216
2013-03-29,209
2013-03-30,195
2013-03-31,210
2013-04-01,199
2013-04-02,171
2013-04-03,149
2013-04-04,150
2013-04-05,153
2013-04-06,156
2013-04-07,156
2013-04-08,149
2013-04-09,155
2013-04-10,159
2013-04-11,163
2013-04-12,165
2013-04-13,168
2013-04-14,170
2013-04-15,169
2013-04-16,169
2013-04-17,169
2013-04-18,166
2013-04-19,163
2013-04-20,162
2013-04-21,162
2013-04-22,162
2013-04-23,162
2013-04-24,154
2013-04-25,152
2013-04-26,145
2013-04-27,150
2013-04-28,161
2013-04-29,165
2013-04-30,165
2013-05-01,165
2013-05-02,164
2013-05-03,166
2013-05-04,176
2013-05-05,179
2013-05-06,185
2013-05-07,190
2013-05-08,190
2013-05-09,193
2013-05-10,194
2013-05-11,193
2013-05-12,194
2013-05-13,197
2013-05-14,205
2013-05-15,211
2013-05-16,195
2013-05-17,243
2013-05-18,214
2013-05-19,205
2013-05-20,191
2013-05-21,197
2013-05-22,192
2013-05-23,190
2013-05-24,190
2013-05-25,191
2013-05-26,189
2013-05-27,187
2013-05-28,176
2013-05-29,175
2013-05-30,176
2013-05-31,168
2013-06-01,160
2013-06-02,154
2013-06-03,156
2013-06-04,151
2013-06-05,143
2013-06-06,129
2013-06-07,117
2013-06-08,107
2013-06-09,100
2013-06-10,97
2013-06-11,96.3
2013-06-12,90
2013-06-13,82.7
2013-06-14,74.5
2013-06-15,66.5
2013-06-16,64.4
2013-06-17,60.3
2013-06-18,53.7
2013-06-19,48.8
2013-06-20,44.9
2013-06-21,41.9
2013-06-22,39.3
2013-06-23,37.9
2013-06-24,34.7
2013-06-25,33.1
2013-06-26,31.6
2013-06-27,29.8
2013-06-28,29
2013-06-29,30.1
2013-06-30,32
2013-07-01,34.5
2013-07-02,40.3
2013-07-03,45.6
2013-07-04,137
2013-07-05,19.6
2013-07-06,15.9
2013-07-07,9.02
2013-07-08,18.6
2013-07-09,25.2
2013-07-10,43.4
2013-07-11,77.9
2013-07-12,59.2
2013-07-13,73.3
2013-07-14,103
2013-07-15,149
2013-07-16,201
2013-07-17,155
2013-07-18,70.2
2013-07-19,36.3
2013-07-20,35.3
2013-07-21,75.7
2013-07-22,72.7
2013-07-23,216
2013-07-24,380
2013-07-25,237
2013-07-26,93.3
2013-07-27,597
2013-07-28,777
2013-07-29,1390
2013-07-30,692
2013-07-31,466
2013-08-01,404
2013-08-02,380
2013-08-03,310
2013-08-04,247
2013-08-05,326
2013-08-06,208
2013-08-07,373
2013-08-08,197
2013-08-09,173
2013-08-10,343
2013-08-11,302
2013-08-12,284
2013-08-13,247
2013-08-14,198
2013-08-15,114
2013-08-16,70.8
2013-08-17,56.5
2013-08-18,52.9
2013-08-19,53.6
2013-08-20,50.5
2013-08-21,44.6
2013-08-22,36.8
2013-08-23,29.4
2013-08-24,26.8
2013-08-25,26.6
2013-08-26,107
2013-08-27,14.3
2013-08-28,15.3
2013-08-29,15.3
2013-08-30,15.7
2013-08-31,15.8
2013-09-01,16.2
2013-09-02,22.2
2013-09-03,11.2
2013-09-04,6.8
2013-09-05,20
2013-09-06,23.1
2013-09-07,22.9
2013-09-08,22.5
2013-09-09,22.9
2013-09-10,466
2013-09-11,860
2013-09-12,167
2013-09-13,1860
2013-09-14,2780
2013-09-15,3970
2013-09-16,8250
2013-09-17,6440
2013-09-18,4670
2013-09-19,2310
2013-09-20,810
2013-09-21,1420
2013-09-22,968
2013-09-23,594
2013-09-24,756
2013-09-25,1370
2013-09-26,1230
2013-09-27,942
2013-09-28,654
2013-09-29,554
2013-09-30,532
2013-10-01,374
2013-10-02,293
2013-10-03,281
2013-10-04,266
2013-10-05,248
2013-10-06,248
2013-10-07,282
2013-10-08,288
2013-10-09,247
2013-10-10,240
2013-10-11,250
2013-10-12,259
2013-10-13,267
2013-10-14,282
2013-10-15,252
2013-10-16,229
2013-10-17,293
2013-10-18,970
2013-10-19,983
2013-10-20,1240
2013-10-21,1430
2013-10-22,1520
2013-10-23,1750
2013-10-24,1520
2013-10-25,1100
2013-10-26,648
2013-10-27,528
2013-10-28,444
2013-10-29,419
2013-10-30,394
2013-10-31,406
2013-11-01,586
2013-11-02,643
2013-11-03,600
2013-11-04,563
2013-11-05,595
2013-11-06,658
2013-11-07,609
2013-11-08,835
2013-11-09,1150
2013-11-10,1060
2013-11-11,994
2013-11-12,996
2013-11-13,982
2013-11-14,920
2013-11-15,818
2013-11-16,944
2013-11-17,1110
2013-11-18,1180
2013-11-19,1080
2013-11-20,1080
2013-11-21,1120
2013-11-22,1270
2013-11-23,1250
2013-11-24,1210
2013-11-25,1050
2013-11-26,1020
2013-11-27,1040
2013-11-28,1120
2013-11-29,995
2013-11-30,1040
2013-12-01,1080
2013-12-02,1010
2013-12-03,1080
2013-12-04,1060
2013-12-05,941
2013-12-06,834
2013-12-07,799
2013-12-08,822
2013-12-09,882
2013-12-10,862
2013-12-11,834
2013-12-12,813
2013-12-13,808
2013-12-14,784
2013-12-15,775
2013-12-16,755
2013-12-17,744
2013-12-18,689
2013-12-19,692
2013-12-20,745
2013-12-21,759
2013-12-22,761
2013-12-23,806
2013-12-24,786
2013-12-25,779
2013-12-26,777
2013-12-27,778
2013-12-28,793
2013-12-29,791
2013-12-30,795
2013-12-31,781
2014-01-01,775
2014-01-02,705
2014-01-03,697
2014-01-04,701
2014-01-05,698
2014-01-06,682
2014-01-07,673
2014-01-08,664
2014-01-09,592
2014-01-10,463
2014-01-11,471
2014-01-12,468
2014-01-13,574
2014-01-14,577
2014-01-15,584
2014-01-16,574
2014-01-17,589
2014-01-18,559
2014-01-19,567
2014-01-20,558
2014-01-21,580
2014-01-22,581
2014-01-23,560
2014-01-24,624
2014-01-25,676
2014-01-26,635
2014-01-27,587
2014-01-28,582
2014-01-29,533
2014-01-30,584
2014-01-31,587
2014-02-01,587
2014-02-02,579
2014-02-03,570
2014-02-04,577
2014-02-05,591
2014-02-06,601
2014-02-07,595
2014-02-08,582
2014-02-09,591
2014-02-10,601
2014-02-11,606
2014-02-12,604
2014-02-13,590
2014-02-14,584
2014-02-15,589
2014-02-16,592
2014-02-17,588
2014-02-18,590
2014-02-19,597
2014-02-20,591
2014-02-21,617
2014-02-22,644
2014-02-23,717
2014-02-24,762
2014-02-25,885
2014-02-26,917
2014-02-27,923
2014-02-28,865
2014-03-01,726
2014-03-02,712
2014-03-03,650
2014-03-04,625
2014-03-05,632
2014-03-06,576
2014-03-07,585
2014-03-08,677
2014-03-09,678
2014-03-10,622
2014-03-11,621
2014-03-12,554
2014-03-13,430
2014-03-14,413
2014-03-15,425
2014-03-16,466
2014-03-17,522
2014-03-18,407
2014-03-19,357
2014-03-20,295
2014-03-21,301
2014-03-22,312
2014-03-23,341
2014-03-24,315
2014-03-25,262
2014-03-26,248
2014-03-27,209
2014-03-28,189
2014-03-29,194
2014-03-30,175
2014-03-31,195
2014-04-01,220
2014-04-02,184
2014-04-03,170
2014-04-04,194
2014-04-05,206
2014-04-06,196
2014-04-07,202
2014-04-08,178
2014-04-09,170
2014-04-10,171
2014-04-11,168
2014-04-12,172
2014-04-13,182
2014-04-14,168
2014-04-15,181
2014-04-16,189
2014-04-17,198
2014-04-18,190
2014-04-19,193
2014-04-20,208
2014-04-21,215
2014-04-22,198
2014-04-23,231
2014-04-24,243
2014-04-25,235
2014-04-26,213
2014-04-27,212
2014-04-28,255
2014-04-29,295
2014-04-30,301
2014-05-01,237
2014-05-02,266
2014-05-03,258
2014-05-04,245
2014-05-05,222
2014-05-06,186
2014-05-07,175
2014-05-08,173
2014-05-09,208
2014-05-10,615
2014-05-11,756
2014-05-12,819
2014-05-13,984
2014-05-14,1020
2014-05-15,1120
2014-05-16,954
2014-05-17,888
2014-05-18,838
2014-05-19,739
2014-05-20,664
2014-05-21,546
2014-05-22,427
2014-05-23,350
2014-05-24,327
2014-05-25,359
2014-05-26,540
2014-05-27,564
2014-05-28,551
2014-05-29,536
2014-05-30,523
2014-05-31,519
2014-06-01,482
2014-06-02,369
2014-06-03,268
2014-06-04,254
2014-06-05,250
2014-06-06,504
2014-06-07,579
2014-06-08,451
2014-06-09,402
2014-06-10,324
2014-06-11,262
2014-06-12,252
2014-06-13,207
2014-06-14,199
2014-06-15,198
2014-06-16,187
2014-06-17,177
2014-06-18,172
2014-06-19,167
2014-06-20,166
2014-06-21,163
2014-06-22,164
2014-06-23,151
2014-06-24,138
2014-06-25,127
2014-06-26,117
2014-06-27,109
2014-06-28,103
2014-06-29,92
2014-06-30,84.1
2014-07-01,75.5
2014-07-02,67.1
2014-07-03,59.8
2014-07-04,59.5
2014-07-05,78.1
2014-07-06,116
2014-07-07,101
2014-07-08,101
2014-07-09,95.4
2014-07-10,93.9
2014-07-11,214
2014-07-12,179
2014-07-13,213
2014-07-14,425
2014-07-15,217
2014-07-16,337
2014-07-17,797
2014-07-18,963
2014-07-19,1400
2014-07-20,974
2014-07-21,779
2014-07-22,648
2014-07-23,285
2014-07-24,174
2014-07-25,144
2014-07-26,116
2014-07-27,68.8
2014-07-28,61.7
2014-07-29,48.8
2014-07-30,135
2014-07-31,309
2014-08-01,380
2014-08-02,1360
2014-08-03,662
2014-08-04,1670
2014-08-05,1590
2014-08-06,877
2014-08-07,679
2014-08-08,606
2014-08-09,578
2014-08-10,445
2014-08-11,388
2014-08-12,550
2014-08-13,673
2014-08-14,509
2014-08-15,455
2014-08-16,677
2014-08-17,750
2014-08-18,521
2014-08-19,273
2014-08-20,346
2014-08-21,210
2014-08-22,214
2014-08-23,400
2014-08-24,207
2014-08-25,265
2014-08-26,215
2014-08-27,348
2014-08-28,213
2014-08-29,222
2014-08-30,349
2014-08-31,189
2014-09-01,142
2014-09-02,113
2014-09-03,97
2014-09-04,72
2014-09-05,54.9
2014-09-06,48.1
2014-09-07,47.8
2014-09-08,42.3
2014-09-09,35.5
2014-09-10,31.1
2014-09-11,27.7
2014-09-12,23.1
2014-09-13,22.2
2014-09-14,18.1
2014-09-15,86.4
2014-09-16,205
2014-09-17,157
2014-09-18,184
2014-09-19,153
2014-09-20,136
2014-09-21,109
2014-09-22,131
2014-09-23,1210
2014-09-24,385
2014-09-25,254
2014-09-26,232
2014-09-27,95.4
2014-09-28,96.9
2014-09-29,84.9
2014-09-30,73.6
2014-10-01,65.4
2014-10-02,56.7
2014-10-03,56.8
2014-10-04,55.5
2014-10-05,55.5
2014-10-06,54.4
2014-10-07,53
2014-10-08,52.8
2014-10-09,54
2014-10-10,64.5
2014-10-11,147
2014-10-12,272
2014-10-13,251
2014-10-14,217
2014-10-15,172
2014-10-16,169
2014-10-17,179
2014-10-18,175
2014-10-19,168
2014-10-20,171
2014-10-21,152
2014-10-22,180
2014-10-23,174
2014-10-24,117
2014-10-25,105
2014-10-26,118
2014-10-27,114
2014-10-28,112
2014-10-29,143
2014-10-30,210
2014-10-31,266
2014-11-01,388
2014-11-02,473
2014-11-03,504
2014-11-04,523
2014-11-05,545
2014-11-06,525
2014-11-07,562
2014-11-08,608
2014-11-09,584
2014-11-10,604
2014-11-11,654
2014-11-12,678
2014-11-13,723
2014-11-14,752
2014-11-15,765
2014-11-16,730
2014-11-17,788
2014-11-18,823
2014-11-19,814
2014-11-20,817
2014-11-21,805
2014-11-22,798
2014-11-23,795
2014-11-24,842
2014-11-25,847
2014-11-26,749
2014-11-27,728
2014-11-28,741
2014-11-29,780
2014-11-30,802
2014-12-01,855
2014-12-02,904
2014-12-03,890
2014-12-04,904
2014-12-05,930
2014-12-06,998
2014-12-07,1000
2014-12-08,938
2014-12-09,894
2014-12-10,881
2014-12-11,869
2014-12-12,855
2014-12-13,823
2014-12-14,793
2014-12-15,860
2014-12-16,805
2014-12-17,814
2014-12-18,826
2014-12-19,794
2014-12-20,778
2014-12-21,719
2014-12-22,732
2014-12-23,716
2014-12-24,702
2014-12-25,668
2014-12-26,624
2014-12-27,556
2014-12-28,569
2014-12-29,571
2014-12-30,558
2014-12-31,529
2015-01-01,455
2015-01-02,442
2015-01-03,420
2015-01-04,432
2015-01-05,441
2015-01-06,428
2015-01-07,434
2015-01-08,459
2015-01-09,513
2015-01-10,559
2015-01-11,534
2015-01-12,560
2015-01-13,586
2015-01-14,605
2015-01-15,554
2015-01-16,554
2015-01-17,575
2015-01-18,576
2015-01-19,642
2015-01-20,656
2015-01-21,674
2015-01-22,666
2015-01-23,670
2015-01-24,662
2015-01-25,654
2015-01-26,692
2015-01-27,707
2015-01-28,709
2015-01-29,694
2015-01-30,693
2015-01-31,724
2015-02-01,741
2015-02-02,734
2015-02-03,683
2015-02-04,684
2015-02-05,668
2015-02-06,651
2015-02-07,642
2015-02-08,646
2015-02-09,677
2015-02-10,714
2015-02-11,675
2015-02-12,700
2015-02-13,702
2015-02-14,686
2015-02-15,686
2015-02-16,736
2015-02-17,724
2015-02-18,730
2015-02-19,698
2015-02-20,700
2015-02-21,686
2015-02-22,687
2015-02-23,668
2015-02-24,679
2015-02-25,657
2015-02-26,660
2015-02-27,643
2015-02-28,564
2015-03-01,542
2015-03-02,613
